title,price,url
هدفون اپل ایرپاد 3 AirPods (اصل) ا Apple AirPods 3 Wireless Headset,7620000,https://torob.com/p/36b15d94-3b86-400e-8127-09b49513948a/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A7%D9%BE%D9%84-%D8%A7%DB%8C%D8%B1%D9%BE%D8%A7%D8%AF-3-airpods-%D8%A7%D8%B5%D9%84/
هدفون بی سیم اپل ایرپاد پرو Airpods pro (اصل) ا Apple Airpod pro Headphone,7300000,https://torob.com/p/4b4c9094-aaa4-4ec8-b80a-435987ea4b5b/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A8%DB%8C-%D8%B3%DB%8C%D9%85-%D8%A7%D9%BE%D9%84-%D8%A7%DB%8C%D8%B1%D9%BE%D8%A7%D8%AF-%D9%BE%D8%B1%D9%88-airpods-pro-%D8%A7%D8%B5%D9%84/
هدفون بی‌ سیم اپل مدل AirPods (کپی) ا Apple AirPods Wireless Headphones,409000,https://torob.com/p/14a52e9b-5274-45f9-912b-5954a54d1b12/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A8%DB%8C-%D8%B3%DB%8C%D9%85-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-airpods-%DA%A9%D9%BE%DB%8C/
هدفون بی سیم اپل مدل AirPods with Charging Case ا AirPods with Charging Case,4300000,https://torob.com/p/d2890c8e-972a-4994-9b8e-588bdc6c7b9d/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A8%DB%8C-%D8%B3%DB%8C%D9%85-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-airpods-with-charging-case/
هدفون بی سیم اپل ایرپاد پرو Airpods pro  (کپی) ا Apple AirPods Pro Wireless Headphones,95590,https://torob.com/p/42b48a86-7190-4f68-8830-d82cbd07ff06/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A8%DB%8C-%D8%B3%DB%8C%D9%85-%D8%A7%D9%BE%D9%84-%D8%A7%DB%8C%D8%B1%D9%BE%D8%A7%D8%AF-%D9%BE%D8%B1%D9%88-airpods-pro-%DA%A9%D9%BE%DB%8C/
هدفون بی‌ سیم اپل مدل AirPods 2 گوش چپ,1800000,https://torob.com/p/a48389dd-fc05-43f6-8afb-7a1f102a0295/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A8%DB%8C-%D8%B3%DB%8C%D9%85-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-airpods-2-%DA%AF%D9%88%D8%B4-%DA%86%D9%BE/
هدفون اپل ایرپاد 2 AirPods (اصل) ا Apple AirPods 2 Wireless Headset,4350000,https://torob.com/p/faef991e-2e7c-4f01-803e-ddb8e967af7d/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A7%D9%BE%D9%84-%D8%A7%DB%8C%D8%B1%D9%BE%D8%A7%D8%AF-2-airpods-%D8%A7%D8%B5%D9%84/
هدفون بی‌ سیم اپل مدل AirPods 2 گوش راست ا Apple AirPods New Generation Wireless Headphones Right Side,1900000,https://torob.com/p/b743ce5c-da55-4566-acf8-c54e5c5445d8/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A8%DB%8C-%D8%B3%DB%8C%D9%85-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-airpods-2-%DA%AF%D9%88%D8%B4-%D8%B1%D8%A7%D8%B3%D8%AA/
هدفون بی‌ سیم اپل مدل AirPods Pro گوش راست ا Apple AirPods Pro Wireless Headphones with Charging case Right Side,2900000,https://torob.com/p/2f032da4-d6cb-4816-9f9c-f6a3585a75fc/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A8%DB%8C-%D8%B3%DB%8C%D9%85-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-airpods-pro-%DA%AF%D9%88%D8%B4-%D8%B1%D8%A7%D8%B3%D8%AA/
هدفون اپل مدل AirPods Pro 2 (اصل) ا AirPods Pro 2,3500000,https://torob.com/p/6c958ecb-881e-41e4-9e66-6a8a8057cc50/%D9%87%D8%AF%D9%81%D9%88%D9%86-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-airpods-pro-2-%D8%A7%D8%B5%D9%84/
